0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.586241872215271,0.05997746130079031,0.056198280408978465,0.054665293080359695,0.05326944889873266,0.053822752254456284,0.052832211008667945,0.052640944030508396,0.05260016106292605,0.05275933753326535,0.05267778729349375,0.05252728561386466,0.05193942850753665,0.052547755522653464,0.052441074727848175,0.05201457327008247,0.05193004935830831,0.05180872052423656,0.05168606774136424,0.051827516489475964,0.051872629056870935,0.051896349543333054,0.05201049381531775,0.0520990171007812,0.05171806356944144,0.05182211971543729,0.052220271948724986,0.052008320013433695,0.05186527384221554,0.05203569144010544,0.05169644600562751,0.052126773586124185,0.05132932368740439,0.051030916506052015,0.05148098439052701,0.05115630314573646,0.05091695336438715,0.05098951970227063,0.05101874245367944,0.05073240983039141,0.05130751796290278,0.051042743047326804,0.050918646112829445,0.051030044449865815,0.051034414374828335,0.05105199093148112,0.05087178869061172,0.050933890609443186,0.05119096787199378,0.05108358722701669
